Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description
648.0;11;Health & Family welfare Services;11.1;Taluk District Autonomous Teaching Other Hospitals on 31-3-2017 In Nos.;Nos.,Taluka Hq Hospitals
649.0;11;Health & Family welfare Services;11.1;Taluk District Autonomous Teaching Other Hospitals on 31-3-2017 In Nos.;Beds,Taluka Hq Hospitals
650.0;11;Health & Family welfare Services;11.1;Taluk District Autonomous Teaching Other Hospitals on 31-3-2017 In Nos.;Nos.,District Hospitals
651.0;11;Health & Family welfare Services;11.1;Taluk District Autonomous Teaching Other Hospitals on 31-3-2017 In Nos.;Beds,District Hospitals
652.0;11;Health & Family welfare Services;11.1;Taluk District Autonomous Teaching Other Hospitals on 31-3-2017 In Nos.;Nos.,Other Hospitals under Hfw
653.0;11;Health & Family welfare Services;11.1;Taluk District Autonomous Teaching Other Hospitals on 31-3-2017 In Nos.;Beds,Other Hospitals under Hfw
654.0;11;Health & Family welfare Services;11.1;Taluk District Autonomous Teaching Other Hospitals on 31-3-2017 In Nos.;Nos.,Autonomous Teaching Hospitals
655.0;11;Health & Family welfare Services;11.1;Taluk District Autonomous Teaching Other Hospitals on 31-3-2017 In Nos.;Beds,Autonomous Teaching Hospitals
656.0;11;Health & Family welfare Services;11.1;Taluk District Autonomous Teaching Other Hospitals on 31-3-2017 In Nos.;UNos.,Others CHCs
657.0;11;Health & Family welfare Services;11.1;Taluk District Autonomous Teaching Other Hospitals on 31-3-2017 In Nos.;Beds,Others CHCs
658.0;11;Health & Family welfare Services;11.1;Taluk District Autonomous Teaching Other Hospitals on 31-3-2017 In Nos.;Nos.,Total
659.0;11;Health & Family welfare Services;11.1;Taluk District Autonomous Teaching Other Hospitals on 31-3-2017 In Nos.;Beds,Total
660.0;11;Health & Family welfare Services;11.2;No.of Hospitals Doctors Beds As on 31-3-2017 In Nos.;Govt.,No.of Hospitals
661.0;11;Health & Family welfare Services;11.2;No.of Hospitals Doctors Beds As on 31-3-2017 In Nos.;Nursing Home Hospitals,Private,No.of Hospitals
662.0;11;Health & Family welfare Services;11.2;No.of Hospitals Doctors Beds As on 31-3-2017 In Nos.;Total,No.of Hospitals
663.0;11;Health & Family welfare Services;11.2;No.of Hospitals Doctors Beds As on 31-3-2017 In Nos.;No.of Govt. Doctors
664.0;11;Health & Family welfare Services;11.2;No.of Hospitals Doctors Beds As on 31-3-2017 In Nos.;No.of beds in Govt. Hospitals
665.0;11;Health & Family welfare Services;11.2;No.of Hospitals Doctors Beds As on 31-3-2017 In Nos.;Medical Shops
666.0;11;Health & Family welfare Services;11.2;No.of Hospitals Doctors Beds As on 31-3-2017 In Nos.;Blood Banks
667.0;11;Health & Family welfare Services;11.3;Allopathy Hospitals Indian System No.of Medicine Hospitals Pvt. Hospitals Including Nursing Homes Clinics Primary Health Centres Community Health Centres on 31-3-2017 In Nos.;Nos.,Allopathy Hospitals
668.0;11;Health & Family welfare Services;11.3;Allopathy Hospitals Indian System No.of Medicine Hospitals Pvt. Hospitals Including Nursing Homes Clinics Primary Health Centres Community Health Centres on 31-3-2017 In Nos.;Beds,Allopathy Hospitals
669.0;11;Health & Family welfare Services;11.3;Allopathy Hospitals Indian System No.of Medicine Hospitals Pvt. Hospitals Including Nursing Homes Clinics Primary Health Centres Community Health Centres on 31-3-2017 In Nos.;Nos.,Indian System No.of Medicine Hospitals
670.0;11;Health & Family welfare Services;11.3;Allopathy Hospitals Indian System No.of Medicine Hospitals Pvt. Hospitals Including Nursing Homes Clinics Primary Health Centres Community Health Centres on 31-3-2017 In Nos.;Beds,Indian System No.of Medicine Hospitals
670.1;11;Health & Family welfare Services;11.3;Allopathy Hospitals Indian System No.of Medicine Hospitals Pvt. Hospitals Including Nursing Homes Clinics Primary Health Centres Community Health Centres on 31-3-2017 In Nos.;Nos,Indian System No.of Medicine Dispensaries
671.0;11;Health & Family welfare Services;11.3;Allopathy Hospitals Indian System No.of Medicine Hospitals Pvt. Hospitals Including Nursing Homes Clinics Primary Health Centres Community Health Centres on 31-3-2017 In Nos.;No.of Pvt. Hospitals Including Nursing Homes Clinics
672.0;11;Health & Family welfare Services;11.3;Allopathy Hospitals Indian System No.of Medicine Hospitals Pvt. Hospitals Including Nursing Homes Clinics Primary Health Centres Community Health Centres on 31-3-2017 In Nos.;Nos.,Primary Health Centres
673.0;11;Health & Family welfare Services;11.3;Allopathy Hospitals Indian System No.of Medicine Hospitals Pvt. Hospitals Including Nursing Homes Clinics Primary Health Centres Community Health Centres on 31-3-2017 In Nos.;Beds,Primary Health Centres
674.0;11;Health & Family welfare Services;11.3;Allopathy Hospitals Indian System No.of Medicine Hospitals Pvt. Hospitals Including Nursing Homes Clinics Primary Health Centres Community Health Centres on 31-3-2017 In Nos.;Nos.,Community Health Centres
675.0;11;Health & Family welfare Services;11.3;Allopathy Hospitals Indian System No.of Medicine Hospitals Pvt. Hospitals Including Nursing Homes Clinics Primary Health Centres Community Health Centres on 31-3-2017 In Nos.;Beds,Community Health Centres
676.0;11;Health & Family welfare Services;11.4;Immunisation given to Children Year 2016-17 In Nos.;D.p.t.,Immunisation
677.0;11;Health & Family welfare Services;11.4;Immunisation given to Children Year 2016-17 In Nos.;Polio,Immunisation
678.0;11;Health & Family welfare Services;11.4;Immunisation given to Children Year 2016-17 In Nos.;Bcg,Immunisation
679.0;11;Health & Family welfare Services;11.4;Immunisation given to Children Year 2016-17 In Nos.;Measles,Immunisation
680.0;11;Health & Family welfare Services;11.4;Immunisation given to Children Year 2016-17 In Nos.;T.t,Immunisation
681.0;11;Health & Family welfare Services;11.4;Immunisation given to Children Year 2016-17 In Nos.;Pentavalent includes Hepatities D.p.t,Immunisation
682.0;11;Health & Family welfare Services;11.5;Family Planning Measures Year 2016-17 In Nos;Vasectomy,Sterlisation
683.0;11;Health & Family welfare Services;11.5;Family Planning Measures Year 2016-17 In Nos;Tubectomy,Sterlisation
684.0;11;Health & Family welfare Services;11.5;Family Planning Measures Year 2016-17 In Nos;I.u.d user,Family Planning Measures in users
685.0;11;Health & Family welfare Services;11.5;Family Planning Measures Year 2016-17 In Nos;C.c. user,Family Planning Measures in users
686.0;11;Health & Family welfare Services;11.5;Family Planning Measures Year 2016-17 In Nos;O.p user,Family Planning Measures in users
687.0;11;Health & Family welfare Services;11.5;Aids Leprosy Tb Control Programmes Year 2016-17 in Nos.;Male,No.of identified Aids patients
688.0;11;Health & Family welfare Services;11.5;Aids Leprosy Tb Control Programmes Year 2016-17 in Nos.;Female,No.of identified Aids patients
689.0;11;Health & Family welfare Services;11.5;Aids Leprosy Tb Control Programmes Year 2016-17 in Nos.;Ts,No.of identified Aids patients
690.0;11;Health & Family welfare Services;11.5;Aids Leprosy Tb Control Programmes Year 2016-17 in Nos.;Total,No.of identified Aids patients
691.0;11;Health & Family welfare Services;11.5;Aids Leprosy Tb Control Programmes Year 2016-17 in Nos.;Male,No.of Patients Cured,Aids Control Programme
692.0;11;Health & Family welfare Services;11.5;Aids Leprosy Tb Control Programmes Year 2016-17 in Nos.;Female,No.of Patients Cured,Aids Control Programme
693.0;11;Health & Family welfare Services;11.5;Aids Leprosy Tb Control Programmes Year 2016-17 in Nos.;Ts,No.of Patients Cured,Aids Control Programme
694.0;11;Health & Family welfare Services;11.5;Aids Leprosy Tb Control Programmes Year 2016-17 in Nos.;Total,No.of Patients Cured,Aids Control Programme
695.0;11;Health & Family welfare Services;11.5;Aids Leprosy Tb Control Programmes Year 2016-17 in Nos.;Male,Death Occurred,Aids Control Programme
696.0;11;Health & Family welfare Services;11.5;Aids Leprosy Tb Control Programmes Year 2016-17 in Nos.;Female,Death Occurred,Aids Control Programme
697.0;11;Health & Family welfare Services;11.5;Aids Leprosy Tb Control Programmes Year 2016-17 in Nos.;Ts,Death Occurred,Aids Control Programme
698.0;11;Health & Family welfare Services;11.5;Aids Leprosy Tb Control Programmes Year 2016-17 in Nos.;Total,Death Occurred,Aids Control Programme
699.0;11;Health & Family welfare Services;11.5;Family Planning Measures and Aids Leprosy Tb Control Pro grammes As on 31-3-2017;Male,No.of Identified Leprosy Patients,Leprosy Control Programme
700.0;11;Health & Family welfare Services;11.5;Family Planning Measures and Aids Leprosy Tb Control Pro grammes As on 31-3-2017;Female,No.of Identified Leprosy Patients,Leprosy Control Programme
701.0;11;Health & Family welfare Services;11.5;Family Planning Measures and Aids Leprosy Tb Control Pro grammes As on 31-3-2017;Total,No.of Identified Leprosy Patients,Leprosy Control Programme
702.0;11;Health & Family welfare Services;11.5;Family Planning Measures and Aids Leprosy Tb Control Pro grammes As on 31-3-2017;Male,No.of Patients Cured,Leprosy Control Programme
703.0;11;Health & Family welfare Services;11.5;Family Planning Measures and Aids Leprosy Tb Control Pro grammes As on 31-3-2017;Female,No.of Patients Cured,Leprosy Control Programme
704.0;11;Health & Family welfare Services;11.5;Family Planning Measures and Aids Leprosy Tb Control Pro grammes As on 31-3-2017;Total,No.of Patients Cured,Leprosy Control Programme
705.0;11;Health & Family welfare Services;11.5;Tb Control Programmes on 31-3-2017 in Nos.;Male,No of Identified T.b. patient,T.b. Control Programme
706.0;11;Health & Family welfare Services;11.5;Tb Control Programmes on 31-3-2017 in Nos.;Female,No of Identified T.b. patient,T.b. Control Programme
707.0;11;Health & Family welfare Services;11.5;Tb Control Programmes on 31-3-2017 in Nos.;Total,No of Identified T.b. patient,T.b. Control Programme
708.0;11;Health & Family welfare Services;11.5;Tb Control Programmes on 31-3-2017 in Nos.;Male,Patients Cured,T.b. Control Programme
709.0;11;Health & Family welfare Services;11.5;Tb Control Programmes on 31-3-2017 in Nos.;Female,Patients Cured,T.b. Control Programme
710.0;11;Health & Family welfare Services;11.5;Tb Control Programmes on 31-3-2017 in Nos.;Total,Patients Cured,T.b. Control Programme
711.0;11;Health & Family welfare Services;11.5;Tb Control Programmes on 31-3-2017 in Nos.;Male,Death Occurred,T.b. Control Programme
712.0;11;Health & Family welfare Services;11.5;Tb Control Programmes on 31-3-2017 in Nos.;Female,Death Occurred,T.b. Control Programme
713.0;11;Health & Family welfare Services;11.5;Tb Control Programmes on 31-3-2017 in Nos.;Total,Death Occurred,T.b. Control Programme
714.0;11;Health & Family welfare Services;11.6;Different Health Facilities As on 31-3-2017 in Nos;Fru Units First Referal Units
715.0;11;Health & Family welfare Services;11.6;Different Health Facilities As on 31-3-2017 in Nos;No.of Vehical,108 Ambulance
716.0;11;Health & Family welfare Services;11.6;Different Health Facilities As on 31-3-2017 in Nos;No.of benefitted patients,108 Ambulance
717.0;11;Health & Family welfare Services;11.6;Different Health Facilities As on 31-3-2017 in Nos;Nos.,24 hours and 7 days working Hospitals
718.0;11;Health & Family welfare Services;11.6;Different Health Facilities As on 31-3-2017 in Nos;No.of delivaries in this Hospital,24 hours and 7 days working Hospitals
719.0;11;Health & Family welfare Services;11.6;Different Health Facilities As on 31-3-2017 in Nos;No.of benificiaries in Jananni Suraksha Yojanas
720.0;11;Health & Family welfare Services;11.6;Different Health Facilities As on 31-3-2017 in Nos;No.of benificiaries medical kit
721.0;11;Health & Family welfare Services;11.6;Different Health Facilities As on 31-3-2017 in Nos;Maternal Mortality Death
