Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description
937;16;Energy;16.1;No.of Electrified Villages Hamlets Sets 2015-16 Nos;Beneficiries under Bhagyajyoti kutera jyoti upto 31-03-2015
938;16;Energy;16.1;No.of Electrified Villages Hamlets Sets 2015-16 Nos;Villages,Electrified upto 31-03-2016 cumulative
939;16;Energy;16.1;No.of Electrified Villages Hamlets Sets 2015-16 Nos;Hamlets,Electrified upto 31-03-2016 cumulative
940;16;Energy;16.1;No.of Electrified Villages Hamlets Sets 2015-16 Nos;I.P.Sets,Electrified upto 31-03-2016 cumulative
941;16;Energy;16.1;No.of Electrified Villages Hamlets Sets 2015-16 Nos;Villages,Non Electrified upto 31-03-2016 cumulative
942;16;Energy;16.1;No.of Electrified Villages Hamlets Sets 2015-16 Nos;Hamlets,Non Electrified upto 31-03-2016 cumulative
943;16;Energy;16.1;No.of Electrified Villages Hamlets Sets 2015-16 Nos;I.P.Sets,Non Electrified upto 31-03-2016 cumulative
944;16;Energy;16.2;Sectorwise Electricity Consumers on 31-03-2016 In Nos;Domestic
945;16;Energy;16.2;Sectorwise Electricity Consumers on 31-03-2016 In Nos;Industrial
946;16;Energy;16.2;Sectorwise Electricity Consumers on 31-03-2016 In Nos;Commercial Consumption
947;16;Energy;16.2;Sectorwise Electricity Consumers on 31-03-2016 In Nos;I.P.Sets
948;16;Energy;16.2;Sectorwise Electricity Consumers on 31-03-2016 In Nos;Others including Street Lights
949;16;Energy;16.2;Sectorwise Electricity Consumers on 31-03-2016 In Nos;Total
950;16;Energy;16.3;Sectorwise Electricity Consumption Year 2015-16;Domestic,Electricity Consumption in Million unit
951;16;Energy;16.3;Sectorwise Electricity Consumption Year 2015-16;Industry,Electricity Consumption in Million unit
952;16;Energy;16.3;Sectorwise Electricity Consumption Year 2015-16;Commercial,Electricity Consumption in Million unit
953;16;Energy;16.3;Sectorwise Electricity Consumption Year 2015-16;Ip Sets,Electricity Consumption in Million unit
954;16;Energy;16.3;Sectorwise Electricity Consumption Year 2015-16;Street Lights,Electricity Consumption in Million unit
955;16;Energy;16.3;Sectorwise Electricity Consumption Year 2015-16;Others,Electricity Consumption in Million unit
956;16;Energy;16.3;Sectorwise Electricity Consumption Year 2015-16;Total,Electricity Consumption in Million unit
957;16;Energy;16.3;Sectorwise Electricity Consumption Year 2015-16;Income from electricity consumption Rs. in lakh
