Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description
447;7;Banks;7.1;Flow of Bank Credit to Agriculture and Allied Sector from R.r.b Rs. in Lakhs on 31-03-2016;No.of Branches,Regional Rural Banks
448;7;Banks;7.1;Flow of Bank Credit to Agriculture and Allied Sector from R.r.b Rs. in Lakhs on 31-03-2016;Agriculture Loan,Regional Rural Banks
449;7;Banks;7.1;Flow of Bank Credit to Agriculture and Allied Sector from R.r.b Rs. in Lakhs on 31-03-2016;Other Loan,Regional Rural Banks
450;7;Banks;7.1;Flow of Bank Credit to Agriculture and Allied Sector from R.r.b Rs. in Lakhs on 31-03-2016;Total Loan,Regional Rural Banks
451;7;Banks;7.1;Flow of Bank Credit to Agriculture and Allied Sector from R.r.b Rs. in Lakhs on 31-03-2016;Deposits,Regional Rural Banks
452;7;Banks;7.2;District and Bank Group-Wise distribution of number of reporting offices Aggregate deposits and gross bank credit of all scheduled commercial banks -March 2016 in Million;offices,Public Sector banks
453;7;Banks;7.2;District and Bank Group-Wise distribution of number of reporting offices Aggregate deposits and gross bank credit of all scheduled commercial banks -March 2016 in Million;Deposits,Public Sector banks
454;7;Banks;7.2;District and Bank Group-Wise distribution of number of reporting offices Aggregate deposits and gross bank credit of all scheduled commercial banks -March 2016 in Million;Credits,Public Sector banks
455;7;Banks;7.2;District and Bank Group-Wise distribution of number of reporting offices Aggregate deposits and gross bank credit of all scheduled commercial banks -March 2016 in Million;offices,Foreign Banks
456;7;Banks;7.2;District and Bank Group-Wise distribution of number of reporting offices Aggregate deposits and gross bank credit of all scheduled commercial banks -March 2016 in Million;Deposits,Foreign Banks
457;7;Banks;7.2;District and Bank Group-Wise distribution of number of reporting offices Aggregate deposits and gross bank credit of all scheduled commercial banks -March 2016 in Million;Credits,Foreign Banks
458;7;Banks;7.2;District and Bank Group-Wise distribution of number of reporting offices Aggregate deposits and gross bank credit of all scheduled commercial banks -March 2016 in Million;offices,Regional Rural Banks
459;7;Banks;7.2;District and Bank Group-Wise distribution of number of reporting offices Aggregate deposits and gross bank credit of all scheduled commercial banks -March 2016 in Million;Deposits,Regional Rural Banks
460;7;Banks;7.2;District and Bank Group-Wise distribution of number of reporting offices Aggregate deposits and gross bank credit of all scheduled commercial banks -March 2016 in Million;Credits,Regional Rural Banks
461;7;Banks;7.2;District and Bank Group-Wise distribution of number of reporting offices Aggregate deposits and gross bank credit of all scheduled commercial banks -March 2016 in Million;offices,Private Sector Banks
462;7;Banks;7.2;District and Bank Group-Wise distribution of number of reporting offices Aggregate deposits and gross bank credit of all scheduled commercial banks -March 2016 in Million;Deposits,Private Sector Banks
463;7;Banks;7.2;District and Bank Group-Wise distribution of number of reporting offices Aggregate deposits and gross bank credit of all scheduled commercial banks -March 2016 in Million;Credits,Private Sector Banks
