Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description
351;5;Animal Husbandry;5.1;Livestock Census 2012 In Nos;Indigenious,Cattle,Livestock Census 2012
352;5;Animal Husbandry;5.1;Livestock Census 2012 In Nos;Exotic,Cattle,Livestock Census 2012
353;5;Animal Husbandry;5.1;Livestock Census 2012 In Nos;Cross Breed,Cattle,Livestock Census 2012
354;5;Animal Husbandry;5.1;Livestock Census 2012 In Nos;Total,Cattle,Livestock Census 2012
355;5;Animal Husbandry;5.1;Livestock Census 2012 In Nos;Buffaloes,Livestock Census 2012
356;5;Animal Husbandry;5.1;Livestock Census 2012 In Nos;Indigenious,heeps,Livestock Census 2012
357;5;Animal Husbandry;5.1;Livestock Census 2012 In Nos;Exotic,heeps,Livestock Census 2012
358;5;Animal Husbandry;5.1;Livestock Census 2012 In Nos;Cross Breed,heeps,Livestock Census 2012
359;5;Animal Husbandry;5.1;Livestock Census 2012 In Nos;Total,heeps,Livestock Census 2012
360;5;Animal Husbandry;5.1;Livestock Census 2012;Goats,Livestock Census 2012
361;5;Animal Husbandry;5.1;Livestock Census 2012;Indigenious,Pigs,Livestock Census 2012
362;5;Animal Husbandry;5.1;Livestock Census 2012;Exotic,Pigs,Livestock Census 2012
363;5;Animal Husbandry;5.1;Livestock Census 2012;Cross Breed,Pigs,Livestock Census 2012
364;5;Animal Husbandry;5.1;Livestock Census 2012;Total,Pigs,Livestock Census 2012
365;5;Animal Husbandry;5.1;Livestock Census 2012;Rabbits,Livestock Census 2012
366;5;Animal Husbandry;5.1;Livestock Census 2012;Dogs,Livestock Census 2012
367;5;Animal Husbandry;5.1;Livestock Census 2012;Others,Livestock Census 2012
368;5;Animal Husbandry;5.1;Livestock Census 2012;Total Live Stock,Livestock Census 2012
369;5;Animal Husbandry;5.1;Livestock Census 2012;Poultry,Livestock Census 2012
370;5;Animal Husbandry;5.2;eterinary Hospitals on 31-03-2016 In Nos.;Veterinary Hospitals Kvs/rl,Veterinary Institutions
371;5;Animal Husbandry;5.2;eterinary Hospitals on 31-03-2016 In Nos.;Dispensaries,Veterinary Institutions
372;5;Animal Husbandry;5.2;eterinary Hospitals on 31-03-2016 In Nos.;Primary Veterinary Centres,Veterinary Institutions
373;5;Animal Husbandry;5.2;eterinary Hospitals on 31-03-2016 In Nos.;Mobile Dispensaries,Veterinary Institutions
374;5;Animal Husbandry;5.2;eterinary Hospitals on 31-03-2016 In Nos.;Artificial Insemination Centres,Veterinary Institutions
375;5;Animal Husbandry;5.2;eterinary Hospitals on 31-03-2016 In Nos.;Others,Veterinary Institutions
376;5;Animal Husbandry;5.2;eterinary Hospitals on 31-03-2016 In Nos.;Total,Veterinary Institutions
377;5;Animal Husbandry;5.3;Artificial Insemination and Dairy Production Year 2015-16;Artificial Insemination Done Numbers
378;5;Animal Husbandry;5.3;Artificial Insemination and Dairy Production Year 2015-16;No.of animals treated
379;5;Animal Husbandry;5.3;Artificial Insemination and Dairy Production Year 2015-16;Production of Milk in Thousand Tonnes
380;5;Animal Husbandry;5.3;Artificial Insemination and Dairy Production Year 2015-16;Production of Eggs. in Lakhs Nos
381;5;Animal Husbandry;5.3;Artificial Insemination and Dairy Production Year 2015-16;Meat Production in Tonnes
382;5;Animal Husbandry;5.4;Fisheries Year 2015-2016;Fish catch in tonnes
383;5;Animal Husbandry;5.4;Fisheries Year 2015-2016;No.,Ice Plants
384;5;Animal Husbandry;5.4;Fisheries Year 2015-2016;Capacity Tonnes day,Ice Plants
385;5;Animal Husbandry;5.4;Fisheries Year 2015-2016;No.,Cold storages
386;5;Animal Husbandry;5.4;Fisheries Year 2015-2016;Capacity Tonnes,Cold storages
387;5;Animal Husbandry;5.4;Fisheries Year 2015-2016;Panchayat Raj,Total tanks for fisheries
388;5;Animal Husbandry;5.4;Fisheries Year 2015-2016;Minor Irrigation,Total tanks for fisheries
389;5;Animal Husbandry;5.4;Fisheries Year 2015-16;Full Time,Families involved in fisheries
390;5;Animal Husbandry;5.4;Fisheries Year 2015-16;Part Time,Families involved in fisheries
391;5;Animal Husbandry;5.4;Fisheries Year 2015-16;No.of Beneficiaries under Mathsasrayascheme
392;5;Animal Husbandry;5.4;Fisheries Year 2015-16;Fish lets In lakhs
393;5;Animal Husbandry;5.4;Fisheries Year 2015-16;Fish markets No
